student_id,class_id,class_test_id,test_order,test_name,raw_grade,max_grade,grade_percent,is_makeup,makeup_grade,grade_final,grade_status,is_cheating,grade_note,nhan_tai_thoi_diem,scraped_at
18782,1159,557,2,Test 2,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Vàng,2026-07-27
18782,1159,558,3,Test 3,64.0,100,64.0,FALSE,,64.0,confirmed,FALSE,,Vàng,2026-07-27
18782,1159,559,4,Test 4,64.0,100,64.0,FALSE,,64.0,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,560,1,Test 1,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,561,2,Test 2,75.5,100,75.5,FALSE,,75.5,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,562,3,Test 3,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,563,4,Test 4,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,564,5,Test 5,82.5,100,82.5,FALSE,,82.5,confirmed,FALSE,,Vàng,2026-07-27
25820,1006,565,6,Test 6,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,566,1,Test 1,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,567,2,Test 2,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,568,3,Test 3,70.5,100,70.5,FALSE,,70.5,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,569,4,Test 4,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,570,5,Test 5,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25821,1006,571,6,Test 6,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25822,1006,572,1,Test 1,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25822,1006,573,2,Test 2,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25822,1006,574,3,Test 3,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25822,1006,575,4,Test 4,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25822,1006,576,5,Test 5,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25822,1006,577,6,Test 6,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25823,1006,578,1,Test 1,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Đỏ,2026-07-27
25823,1006,579,2,Test 2,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25823,1006,580,3,Test 3,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25823,1006,581,4,Test 4,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25823,1006,582,5,Test 5,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25823,1006,583,6,Test 6,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25824,1006,584,1,Test 1,42.0,100,42.0,FALSE,,42.0,confirmed,FALSE,,Xám,2026-07-27
25824,1006,585,2,Test 2,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Xám,2026-07-27
25824,1006,586,3,Test 3,43.0,100,43.0,FALSE,,43.0,confirmed,FALSE,,Xám,2026-07-27
25824,1006,587,4,Test 4,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Xám,2026-07-27
25824,1006,588,5,Test 5,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25824,1006,589,6,Test 6,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25825,1006,590,1,Test 1,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25825,1006,591,2,Test 2,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25825,1006,592,3,Test 3,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25825,1006,593,4,Test 4,92.0,100,92.0,FALSE,,92.0,confirmed,FALSE,,Vàng,2026-07-27
25825,1006,594,5,Test 5,88.5,100,88.5,FALSE,,88.5,confirmed,FALSE,,Vàng,2026-07-27
25825,1006,595,6,Test 6,91.0,100,91.0,FALSE,,91.0,confirmed,FALSE,,Vàng,2026-07-27
25826,1006,596,1,Test 1,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25826,1006,597,2,Test 2,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25826,1006,598,3,Test 3,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25826,1006,599,4,Test 4,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25826,1006,600,5,Test 5,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25826,1006,601,6,Test 6,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25827,1006,602,1,Test 1,35.0,100,35.0,FALSE,,35.0,confirmed,FALSE,,Xám,2026-07-27
25827,1006,603,2,Test 2,38.0,100,38.0,FALSE,,38.0,confirmed,FALSE,,Xám,2026-07-27
25827,1006,604,3,Test 3,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25827,1006,605,4,Test 4,42.0,100,42.0,FALSE,,42.0,confirmed,FALSE,,Xám,2026-07-27
25827,1006,606,5,Test 5,38.0,100,38.0,FALSE,,38.0,confirmed,FALSE,,Xám,2026-07-27
25827,1006,607,6,Test 6,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Xám,2026-07-27
25828,1006,608,1,Test 1,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25828,1006,609,2,Test 2,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25828,1006,610,3,Test 3,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25828,1006,611,4,Test 4,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25828,1006,612,5,Test 5,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25828,1006,613,6,Test 6,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25829,1006,614,1,Test 1,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Vàng,2026-07-27
25829,1006,615,2,Test 2,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25829,1006,616,3,Test 3,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Vàng,2026-07-27
25829,1006,617,4,Test 4,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25829,1006,618,5,Test 5,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25829,1006,619,6,Test 6,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Vàng,2026-07-27
25830,1006,620,1,Test 1,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Đỏ,2026-07-27
25830,1006,621,2,Test 2,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Đỏ,2026-07-27
25830,1006,622,3,Test 3,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25830,1006,623,4,Test 4,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25830,1006,624,5,Test 5,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25830,1006,625,6,Test 6,53.0,100,53.0,FALSE,,53.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,626,1,Test 1,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,627,2,Test 2,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,628,3,Test 3,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,629,4,Test 4,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,630,5,Test 5,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25831,1006,631,6,Test 6,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Đỏ,2026-07-27
25832,1006,632,1,Test 1,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25832,1006,633,2,Test 2,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25832,1006,634,3,Test 3,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25832,1006,635,4,Test 4,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25832,1006,636,5,Test 5,76.0,100,76.0,FALSE,,76.0,confirmed,FALSE,,Vàng,2026-07-27
25832,1006,637,6,Test 6,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25833,1006,638,1,Test 1,30.0,100,30.0,FALSE,,30.0,confirmed,FALSE,,Xám,2026-07-27
25833,1006,639,2,Test 2,32.0,100,32.0,FALSE,,32.0,confirmed,FALSE,,Xám,2026-07-27
25833,1006,640,3,Test 3,28.0,100,28.0,FALSE,,28.0,confirmed,FALSE,,Xám,2026-07-27
25833,1006,641,4,Test 4,35.0,100,35.0,FALSE,,35.0,confirmed,FALSE,,Xám,2026-07-27
25833,1006,642,5,Test 5,30.0,100,30.0,FALSE,,30.0,confirmed,FALSE,,Xám,2026-07-27
25833,1006,643,6,Test 6,33.0,100,33.0,FALSE,,33.0,confirmed,FALSE,,Xám,2026-07-27
25834,1006,644,1,Test 1,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25834,1006,645,2,Test 2,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Vàng,2026-07-27
25834,1006,646,3,Test 3,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Vàng,2026-07-27
25834,1006,647,4,Test 4,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25834,1006,648,5,Test 5,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25834,1006,649,6,Test 6,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,650,1,Test 1,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,651,2,Test 2,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,652,3,Test 3,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,653,4,Test 4,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,654,5,Test 5,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25835,1006,655,6,Test 6,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25836,1006,656,1,Test 1,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25836,1006,657,2,Test 2,38.0,100,38.0,FALSE,,38.0,confirmed,FALSE,,Xám,2026-07-27
25837,1006,658,1,Test 1,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25837,1006,659,2,Test 2,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25837,1006,660,3,Test 3,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25837,1006,661,4,Test 4,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25837,1006,662,5,Test 5,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25837,1006,663,6,Test 6,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25838,1006,664,1,Test 1,20.0,100,20.0,FALSE,,20.0,confirmed,FALSE,,Xám,2026-07-27
25839,905,665,1,Test 1,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25839,905,666,2,Test 2,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25839,905,667,3,Test 3,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25839,905,668,4,Test 4,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25839,905,669,5,Test 5,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25839,905,670,6,Test 6,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,671,1,Test 1,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,672,2,Test 2,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,673,3,Test 3,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,674,4,Test 4,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,675,5,Test 5,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25840,905,676,6,Test 6,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25841,905,677,1,Test 1,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25841,905,678,2,Test 2,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25841,905,679,3,Test 3,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25841,905,680,4,Test 4,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25841,905,681,5,Test 5,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25841,905,682,6,Test 6,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,683,1,Test 1,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,684,2,Test 2,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,685,3,Test 3,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,686,4,Test 4,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,687,5,Test 5,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25842,905,688,6,Test 6,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25843,905,689,1,Test 1,38.0,100,38.0,FALSE,,38.0,confirmed,FALSE,,Xám,2026-07-27
25843,905,690,2,Test 2,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25843,905,691,3,Test 3,42.0,100,42.0,FALSE,,42.0,confirmed,FALSE,,Xám,2026-07-27
25843,905,692,4,Test 4,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Xám,2026-07-27
25843,905,693,5,Test 5,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25843,905,694,6,Test 6,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Xám,2026-07-27
25844,905,695,1,Test 1,92.0,100,92.0,FALSE,,92.0,confirmed,FALSE,,Vàng,2026-07-27
25844,905,696,2,Test 2,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25844,905,697,3,Test 3,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25844,905,698,4,Test 4,95.0,100,95.0,FALSE,,95.0,confirmed,FALSE,,Vàng,2026-07-27
25844,905,699,5,Test 5,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25844,905,700,6,Test 6,93.0,100,93.0,FALSE,,93.0,confirmed,FALSE,,Vàng,2026-07-27
25845,905,701,1,Test 1,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25845,905,702,2,Test 2,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25845,905,703,3,Test 3,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25845,905,704,4,Test 4,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25845,905,705,5,Test 5,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Đỏ,2026-07-27
25845,905,706,6,Test 6,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25846,905,707,1,Test 1,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25846,905,708,2,Test 2,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25846,905,709,3,Test 3,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25846,905,710,4,Test 4,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25846,905,711,5,Test 5,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25846,905,712,6,Test 6,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25847,905,713,1,Test 1,32.0,100,32.0,FALSE,,32.0,confirmed,FALSE,,Xám,2026-07-27
25847,905,714,2,Test 2,35.0,100,35.0,FALSE,,35.0,confirmed,FALSE,,Xám,2026-07-27
25847,905,715,3,Test 3,30.0,100,30.0,FALSE,,30.0,confirmed,FALSE,,Xám,2026-07-27
25847,905,716,4,Test 4,38.0,100,38.0,FALSE,,38.0,confirmed,FALSE,,Xám,2026-07-27
25847,905,717,5,Test 5,35.0,100,35.0,FALSE,,35.0,confirmed,FALSE,,Xám,2026-07-27
25847,905,718,6,Test 6,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25848,905,719,1,Test 1,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25848,905,720,2,Test 2,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25848,905,721,3,Test 3,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25848,905,722,4,Test 4,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25848,905,723,5,Test 5,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25848,905,724,6,Test 6,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25849,905,725,1,Test 1,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25849,905,726,2,Test 2,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25849,905,727,3,Test 3,62.0,100,62.0,FALSE,,62.0,confirmed,FALSE,,Vàng,2026-07-27
25849,905,728,4,Test 4,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25849,905,729,5,Test 5,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
25849,905,730,6,Test 6,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25850,905,731,1,Test 1,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Đỏ,2026-07-27
25850,905,732,2,Test 2,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25850,905,733,3,Test 3,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25850,905,734,4,Test 4,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Đỏ,2026-07-27
25850,905,735,5,Test 5,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25850,905,736,6,Test 6,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25851,905,737,1,Test 1,65.0,100,65.0,FALSE,,65.0,confirmed,FALSE,,Vàng,2026-07-27
25851,905,738,2,Test 2,68.0,100,68.0,FALSE,,68.0,confirmed,FALSE,,Vàng,2026-07-27
